 (      1.4038+      0.0000j)
 (      1.0003+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
 (      1.0000+      0.0000j)
