-21.673598715223267  +32.93095299683481*I	0.   -23.59774627077531*I	21.673598715223267  +32.93095299683481*I
-32.7141556287956    +52.92579457443888*I	0.   -36.57343022404503*I	32.714155628795595  +52.92579457443888*I
-38.941047640512735  +66.41088221625711*I	0.   -44.622283805705855*I	38.941047640512735  +66.41088221625711*I
-41.34137668336582   +72.69780053753855*I	0.   -48.10379115569109*I	41.34137668336583   +72.69780053753855*I
-42.56343275301857   +76.42323705037704*I	0.   -50.064334254349035*I	42.56343275301853   +76.42323705037707*I
-43.57641134416372   +80.43573181869272*I	0.   -52.02172212287601*I	43.57641134416372   +80.43573181869272*I
-44.25814261782686   +83.1130903719866*I	0.   -53.340388015161594*I	44.258142617826856  +83.1130903719866*I
-45.460839013311336  +86.28929424296653*I	0.   -55.11999065584452*I	45.46083901331133   +86.28929424296653*I
