  0.                +11.245732157362326*I	0.   -11.250996038925278*I	 0.              -24036.57575576726*I
-68.10442226951714  +107.03085056806027*I	0.   -75.18306740799557*I	68.10442226951714+107.03085056806027*I
-70.98973315563727  +114.44154635660253*I	0.   -79.2387481792911*I	70.98973315563727+114.44154635660254*I
-75.4324936153574   +122.49951647659418*I	0.   -84.47458906494826*I	75.4324936153574 +122.49951647659418*I
-78.12211890228244  +127.72220732543076*I	0.   -87.75305475557428*I	78.12211890228241+127.72220732543076*I
-80.49814316311692  +133.3153363006312*I	0.   -90.96076497518926*I	80.49814316311694+133.3153363006312*I
-81.44587408486679  +136.35893325669576*I	0.   -92.50288368295529*I	81.44587408486677+136.35893325669576*I
-82.52770171391194  +139.00784106952142*I	0.   -94.0018966840851*I	82.52770171391195+139.00784106952142*I
