-31.114343701323794   +52.099088943475095*I	31.1143437013238    +52.0990889434751*I
-45.1927466122983     +79.71110564641334*I	45.1927466122983    +79.71110564641334*I
-49.24189114417152    +87.05502153239283*I	49.24189114417152   +87.05502153239281*I
-51.541514192758996   +91.29719984399934*I	51.541514192758996  +91.29719984399934*I
-52.9448416481977     +93.92137783277467*I	52.9448416481977    +93.92137783277467*I
-54.21935266172333    +96.34888560493825*I	54.21935266172333   +96.34888560493825*I
-54.7884485548206     +97.48278501907363*I	54.7884485548206    +97.48278501907363*I
-55.4248979814136     +98.78193535508592*I	55.4248979814136    +98.78193535508592*I
