# lambda   alpha  xi a_S
1.	0.056096367600377665	0.1	19.059442697164236
0.0625	0.021732869921543784	0.1	-73.57412298656203
4.	0.06690349460953637	0.1	15.340763144589559
9.	0.07103757925588179	0.1	14.291660609093778
25.	0.07460712343225395	0.1	13.269208271603388
16.	0.07317319405917543	0.1	13.729807927978129
2.25	0.0629957407138214	0.1	16.464208221431115
0.25	0.041157242188439136	0.1	32.34779395713795
1.	0.08133973302054762	0.14500000000000002	12.72381694447195
0.0625	0.03151266138623849	0.14500000000000002	82.2502876186416
4.	0.09701006718382775	0.14500000000000002	10.856977608926998
9.	0.1030044899210286	0.14500000000000002	10.29496692057892
16.	0.10610113138580436	0.14500000000000002	10.003868755096715
25.	0.10818032897676824	0.14500000000000002	9.788127644589569
2.25	0.09134382403504103	0.14500000000000002	11.446065102783542
0.25	0.059678001173236746	0.14500000000000002	17.73288155101085
1.	0.10658309844071756	0.19	10.11335600124891
0.0625	0.041292452850933185	0.19	32.041864980203634
4.	0.1271166397581191	0.19	8.820486003864152
9.	0.1349714005861754	0.19	8.421508204058865
16.	0.13902906871243328	0.19	8.217681693334454
25.	0.1417535345212825	0.19	8.072023249125754
2.25	0.11969190735626065	0.19	9.235359091706927
0.25	0.07819876015803436	0.19	13.25075776321253
1.	0.13182646386088753	0.23500000000000004	8.624256860549313
0.0625	0.051072244315627895	0.23500000000000004	21.7249540684806
4.	0.15722321233241052	0.23500000000000004	7.608372641870096
9.	0.16693831125132225	0.23500000000000004	7.290702064285495
16.	0.17195700603906225	0.23500000000000004	7.129627586386745
25.	0.17532674006579682	0.23500000000000004	7.016618327114235
2.25	0.1480399906774803	0.23500000000000004	7.9373188216782165
0.25	0.09671951914283197	0.23500000000000004	10.963450861126889
0.0625	0.0608520357803226	0.28	17.134616820187915
1.	0.15706982928105748	0.28	7.636895951611409
4.	0.18732978490670185	0.28	6.785032708557981
9.	0.19890522191646903	0.28	6.516415536310312
16.	0.20488494336569119	0.28	6.38085254846366
25.	0.20889994561031108	0.28	6.28677683831949
0.25	0.11524027812762958	0.28	9.535058714104196
2.25	0.1763880739986999	0.28	7.062455180922318
0.0625	0.07063182724501729	0.325	14.470027187057507
1.	0.1823131947012274	0.325	6.922624182361988
4.	0.21743635748099321	0.325	6.180044031004785
9.	0.23087213258161582	0.325	5.944503839999689
16.	0.23781288069232012	0.325	5.826011290491763
25.	0.24247315115482534	0.325	5.744366807907837
0.25	0.13376103711242718	0.325	8.53997350169944
2.25	0.20473615731991954	0.325	6.4228557255879215
1.	0.20755656012139737	0.37000000000000005	6.375698734179855
0.0625	0.080411618709712	0.37000000000000005	12.693447725789593
4.	0.2475429300552846	0.37000000000000005	5.7117089335732585
9.	0.26283904324676266	0.37000000000000005	5.50015310379748
16.	0.27074081801894906	0.37000000000000005	5.3939655156439255
25.	0.27604635669933963	0.37000000000000005	5.321159158566575
0.25	0.1522817960972248	0.37000000000000005	7.79754478195075
2.25	0.23308424064113917	0.37000000000000005	5.929486604712886
0.0625	0.0901914101744067	0.41500000000000004	11.402894012056304
1.	0.2327999255415673	0.41500000000000004	5.939836985034894
4.	0.277649502629576	0.41500000000000004	5.335455947180119
9.	0.29480595391190945	0.41500000000000004	5.142200338161594
16.	0.303668755345578	0.41500000000000004	5.045356487706735
25.	0.30961956224385395	0.41500000000000004	4.979189781818192
