5        0.4000     
6        0.4500     
7        0.5500     
8        0.6000     
9        0.7000     
10       0.7500     
11       0.8000     
12       0.9000     
13       0.9500     
14       1.0000     
15       1.1000     
16       1.1500     
17       1.2500     
18       1.3000     
19       1.3500     
20       1.4500     
21       1.5000     
22       1.5500     
23       1.6500     
24       1.7000     
25       1.7500     
26       1.8500     
27       1.9000     
28       1.9500     
29       2.0000     
30       2.0500     
31       2.1500     
32       2.1500     
33       2.2500     
34       2.2500     
35       2.2500     
36       2.3000     
37       2.3000     
38       2.3500     
39       2.3500     
40       2.3500     
41       2.4500     
42       2.4500     
43       2.4500     
44       2.4500     
45       2.4500     
46       2.4500     
47       2.6000     
48       2.6000     
49       2.6000     
50       2.6000     
51       2.6000     
52       2.6000     
53       2.6000     
54       2.6000     
55       2.6000     
56       2.6000     
57       2.6000     
58       2.6000     
59       2.6000     
60       2.6000     
61       2.6000     
62       2.6000     
63       2.6000     
64       2.6000     
65       2.6000     
66       2.6000     
67       2.6000     
68       2.6000     
69       2.6000     
70       2.6000     
71       2.6000     
72       2.6000     
73       2.6000     
74       2.6000     
75       2.6000     
76       2.6000     
77       2.6000     
78       2.6000     
79       2.6000     
80       2.4500     
81       2.4500     
82       2.4500     
83       2.4500     
84       2.4500     
85       2.4500     
86       2.4500     
87       2.4500     
88       2.4500     
89       2.4500     
90       2.4500     
91       2.4500     
92       2.4500     
93       2.4500     
94       2.4500     
108      2.3500     
118      2.3500     
119      2.3500     
120      2.3500     
121      2.3000     
122      2.3000     
123      2.3000     
124      2.3000     
125      2.3000     
126      2.3000     
138      2.3000     
140      2.3000     
141      2.3000     
148      2.2500     
149      2.2500     
150      2.2500     
