L[fm^-1]   alpha[fm^-2]    C0[MeV]        B_d[MeV]   a_ff[fm]   a_dd[fm]
3.7000     0.03617151      -417.734919      -1.00      6.83      11.68
3.7500     0.03616930      -428.582825      -1.00      6.82      11.69
3.8000     0.03617162      -439.572405      -1.00      6.82      11.68
3.8500     0.03616380      -450.695609      -1.00      6.82      11.69
3.9000     0.03617596      -461.968934      -1.00      6.81      11.68
3.9500     0.03617849      -473.375878      -1.00      6.80      11.68
4.0000     0.03616970      -484.916024      -1.00      6.80      11.68
4.0500     0.03617176      -496.601059      -1.00      6.80      11.68
4.1000     0.03618392      -508.431411      -1.00      6.79      11.68
4.1500     0.03617523      -520.388466      -1.00      6.79      11.68
4.2000     0.03617144      -532.487585      -1.00      6.78      11.68
4.2500     0.03617849      -544.732306      -1.00      6.78      11.68
4.3000     0.03616861      -557.106088      -1.00      6.78      11.68
4.3500     0.03617560      -569.629091      -1.00      6.77      11.68
4.4000     0.03617097      -582.284245      -1.00      6.77      11.68
4.4500     0.03618392      -595.089229      -1.00      6.76      11.68
4.5000     0.03617346      -608.018791      -1.00      6.76      11.68
4.5500     0.03616243      -621.087130      -1.00      6.76      11.69
4.6000     0.03615111      -634.294239      -1.00      6.75      11.69
4.6500     0.03617632      -647.663808      -1.00      6.75      11.68
4.7000     0.03617068      -661.152960      -1.00      6.75      11.68
4.7500     0.03617144      -674.785147      -1.00      6.74      11.68
4.8000     0.03617813      -688.560616      -1.00      6.74      11.68
4.8500     0.03617885      -702.471052      -1.00      6.74      11.68
4.9000     0.03617921      -716.520569      -1.00      6.73      11.68
4.9500     0.03617957      -730.709163      -1.00      6.73      11.68
5.0000     0.03617957      -745.036835      -1.00      6.73      11.68
5.0500     0.03617994      -759.503580      -1.00      6.72      11.68
5.1000     0.03617994      -774.109398      -1.00      6.72      11.68
5.1500     0.03617994      -788.854287      -1.00      6.72      11.68
5.2000     0.03617994      -803.738245      -1.00      6.72      11.68
5.2500     0.03617957      -818.761269      -1.00      6.71      11.68
5.3000     0.03617957      -833.923359      -1.00      6.71      11.68
5.3500     0.03617921      -849.224511      -1.00      6.71      11.68
5.4000     0.03617849      -864.664724      -1.00      6.71      11.68
5.4500     0.03617122      -880.238631      -1.00      6.70      11.68
5.5000     0.03617064      -895.956865      -1.00      6.70      11.68
5.5500     0.03617704      -911.819710      -1.00      6.70      11.68
5.6000     0.03617596      -927.816147      -1.00      6.70      11.68
5.6500     0.03616069      -943.940132      -1.00      6.70      11.69
5.7000     0.03617451      -960.226174      -1.00      6.69      11.68
5.7500     0.03618826      -976.651661      -1.00      6.69      11.68
5.8000     0.03620236      -993.216596      -1.00      6.69      11.68
5.8500     0.03617115      -1009.884064      -1.00      6.69      11.68
5.9000     0.03617740      -1026.721035      -1.00      6.68      11.68
5.9500     0.03617596      -1043.690893      -1.00      6.68      11.68
6.0000     0.03616702      -1060.793328      -1.00      6.68      11.69
6.0500     0.03618138      -1078.054290      -1.00      6.68      11.68
6.1000     0.03617147      -1095.434690      -1.00      6.68      11.68
6.1500     0.03617813      -1112.967469      -1.00      6.67      11.68
6.2000     0.03617596      -1130.632607      -1.00      6.67      11.68
6.2500     0.03614195      -1148.408794      -1.00      6.67      11.69
6.3000     0.03618862      -1166.394176      -1.00      6.67      11.68
6.3500     0.03617042      -1184.462187      -1.00      6.67      11.68
6.4000     0.03617668      -1202.690755      -1.00      6.66      11.68
6.4500     0.03616630      -1221.043694      -1.00      6.66      11.69
6.5000     0.03618066      -1239.558075      -1.00      6.66      11.68
6.5500     0.03617017      -1258.188940      -1.00      6.66      11.68
6.6000     0.03617632      -1276.974147      -1.00      6.66      11.68
6.6500     0.03615679      -1295.874924      -1.00      6.66      11.69
6.7000     0.03620598      -1314.978304      -1.00      6.65      11.68
6.7500     0.03617777      -1334.148985      -1.00      6.65      11.68
6.8000     0.03617487      -1353.482694      -1.00      6.65      11.68
6.8500     0.03618102      -1372.963771      -1.00      6.65      11.68
6.9000     0.03616927      -1392.567135      -1.00      6.65      11.69
6.9500     0.03613978      -1412.292069      -1.00      6.65      11.69
7.0000     0.03619043      -1432.233747      -1.00      6.64      11.68
7.0500     0.03616959      -1452.245160      -1.00      6.64      11.68
7.1000     0.03617100      -1472.417490      -1.00      6.64      11.68
7.1500     0.03618138      -1492.738026      -1.00      6.64      11.68
7.2000     0.03616923      -1513.174904      -1.00      6.64      11.69
7.2500     0.03617523      -1533.769197      -1.00      6.64      11.68
7.3000     0.03624722      -1554.568956      -1.00      6.63      11.67
7.3500     0.03616836      -1575.356335      -1.00      6.63      11.69
7.4000     0.03616485      -1596.358388      -1.00      6.63      11.69
7.4500     0.03617086      -1617.509269      -1.00      6.63      11.68
7.5000     0.03617668      -1638.799393      -1.00      6.63      11.68
7.5500     0.03625084      -1660.299474      -1.00      6.62      11.67
7.6000     0.03616894      -1681.776903      -1.00      6.63      11.68
7.6500     0.03617523      -1703.484493      -1.00      6.63      11.68
7.7000     0.03617089      -1725.320828      -1.00      6.62      11.68
7.7500     0.03617704      -1747.306770      -1.00      6.62      11.68
7.8000     0.03609265      -1769.335073      -1.00      6.63      11.70
7.8500     0.03616883      -1791.674582      -1.00      6.62      11.68
7.9000     0.03617487      -1814.077980      -1.00      6.62      11.68
7.9500     0.03617039      -1836.609449      -1.00      6.62      11.68
8.0000     0.03617632      -1859.291195      -1.00      6.62      11.68
8.0500     0.03625482      -1882.192317      -1.00      6.61      11.67
8.1000     0.03616735      -1905.049239      -1.00      6.62      11.69
8.1500     0.03616272      -1928.136705      -1.00      6.61      11.69
8.2000     0.03616865      -1951.375000      -1.00      6.61      11.68
8.2500     0.03617415      -1974.752535      -1.00      6.61      11.68
8.3000     0.03625518      -1998.354376      -1.00      6.60      11.67
8.3500     0.03617560      -2021.913036      -1.00      6.61      11.68
8.4000     0.03618138      -2045.708154      -1.00      6.61      11.68
8.4500     0.03617668      -2069.629930      -1.00      6.61      11.68
8.5000     0.03619332      -2093.716116      -1.00      6.60      11.68
8.5500     0.03617740      -2117.903208      -1.00      6.60      11.68
8.6000     0.03616145      -2142.228953      -1.00      6.60      11.69
8.6500     0.03616706      -2166.719692      -1.00      6.60      11.69
8.7000     0.03612814      -2191.296384      -1.00      6.61      11.69
8.7500     0.03616746      -2216.105421      -1.00      6.60      11.69
8.8000     0.03616210      -2241.000109      -1.00      6.60      11.69
8.8500     0.03617375      -2266.054398      -1.00      6.60      11.68
8.9000     0.03617379      -2291.234152      -1.00      6.60      11.68
8.9500     0.03617415      -2316.552995      -1.00      6.60      11.68
9.0000     0.03617415      -2342.010925      -1.00      6.60      11.68
9.0500     0.03617415      -2367.607942      -1.00      6.59      11.68
9.1000     0.03617415      -2393.344044      -1.00      6.59      11.68
9.1500     0.03617415      -2419.219230      -1.00      6.59      11.68
9.2000     0.03616825      -2445.226071      -1.00      6.59      11.69
9.2500     0.03616796      -2471.379345      -1.00      6.59      11.69
9.3000     0.03617379      -2497.679289      -1.00      6.59      11.68
9.3500     0.03617371      -2524.110805      -1.00      6.59      11.68
9.4000     0.03616149      -2550.665903      -1.00      6.59      11.69
9.4500     0.03616738      -2577.383247      -1.00      6.59      11.69
9.5000     0.03612445      -2604.176543      -1.00      6.59      11.69
9.5500     0.03616691      -2631.219670      -1.00      6.59      11.69
9.6000     0.03618500      -2658.370720      -1.00      6.58      11.68
9.6500     0.03616608      -2685.612397      -1.00      6.58      11.69
9.7000     0.03614705      -2712.992653      -1.00      6.59      11.69
9.7500     0.03617777      -2740.578069      -1.00      6.58      11.68
9.8000     0.03618355      -2768.269766      -1.00      6.58      11.68
9.8500     0.03617053      -2796.075229      -1.00      6.58      11.68
9.9000     0.03616981      -2824.036577      -1.00      6.58      11.68
9.9500     0.03617560      -2852.145657      -1.00      6.58      11.68
