L[fm^-1]   alpha[fm^-2]    C0[MeV]        B_d[MeV]   a_ff[fm]   a_dd[fm]
0.1225     0.00721528      -15.923806      -0.10      22.02      21.54
0.2025     0.00721601      -25.386164      -0.10      22.02      21.54
0.3025     0.00721675      -37.078051      -0.10      22.02      21.53
0.4225     0.00721749      -50.997791      -0.09      22.02      21.53
0.5625     0.00721749      -67.144649      -0.09      22.02      21.53
0.7225     0.00721823      -85.518246      -0.09      22.02      21.53
0.9025     0.00721823      -106.118375      -0.09      22.02      21.53
1.1025     0.00721896      -128.944905      -0.09      22.02      21.53
1.3225     0.00721970      -153.997754      -0.09      22.02      21.53
1.5625     0.00722044      -181.276866      -0.09      22.02      21.53
1.8225     0.00722044      -210.782210      -0.09      22.02      21.53
2.1025     0.00722118      -242.513740      -0.09      22.02      21.53
2.4025     0.00722192      -276.471454      -0.09      22.01      21.53
2.7225     0.00722265      -312.655326      -0.09      22.01      21.53
3.0625     0.00722339      -351.065355      -0.09      22.01      21.53
3.4225     0.00722413      -391.701525      -0.09      22.01      21.53
3.8025     0.00722487      -434.563827      -0.09      22.01      21.53
4.2025     0.00722561      -479.652258      -0.09      22.01      21.53
4.6225     0.00722635      -526.966814      -0.09      22.01      21.53
5.0625     0.00722783      -576.507485      -0.09      22.01      21.53
5.5225     0.00722856      -628.274282      -0.09      22.00      21.53
6.0025     0.00722930      -682.267187      -0.09      22.00      21.53
6.5025     0.00723078      -738.486199      -0.09      22.00      21.53
7.0225     0.00723152      -796.931332      -0.09      22.00      21.53
7.5625     0.00723300      -857.602571      -0.09      22.00      21.53
8.1225     0.00723448      -920.499915      -0.09      22.00      21.53
8.7025     0.00723596      -985.623371      -0.09      21.99      21.53
9.3025     0.00723744      -1052.972918      -0.09      21.99      21.53
9.9225     0.00723893      -1122.548588      -0.09      21.99      21.53
10.5625     0.00724041      -1194.350341      -0.09      21.99      21.53
11.2225     0.00724189      -1268.378204      -0.09      21.98      21.53
11.9025     0.00724337      -1344.632176      -0.09      21.98      21.53
12.6025     0.00724560      -1423.112249      -0.09      21.98      21.52
13.3225     0.00724708      -1503.818412      -0.09      21.98      21.52
14.0625     0.00724931      -1586.750682      -0.09      21.97      21.52
14.8225     0.00725154      -1671.909053      -0.09      21.97      21.52
15.6025     0.00725377      -1759.293532      -0.09      21.97      21.52
16.4025     0.00725674      -1848.904092      -0.09      21.96      21.52
17.2225     0.00725971      -1940.740755      -0.09      21.96      21.52
18.0625     0.00726195      -2034.803534      -0.09      21.95      21.52
18.9225     0.00726493      -2131.092391      -0.09      21.95      21.52
19.8025     0.00726865      -2229.607371      -0.09      21.94      21.52
20.7025     0.00727163      -2330.348417      -0.09      21.94      21.52
21.6225     0.00727537      -2433.315578      -0.09      21.93      21.52
22.5625     0.00727835      -2538.508835      -0.09      21.93      21.52
23.5225     0.00728284      -2645.928217      -0.09      21.92      21.52
24.5025     0.00728658      -2755.573657      -0.09      21.92      21.51
25.5025     0.00729032      -2867.445191      -0.09      21.91      21.51
26.5225     0.00729481      -2981.542840      -0.09      21.90      21.51
27.5625     0.00729931      -3097.866589      -0.09      21.90      21.51
